1.000000e+00 0.000000e+00
9.950042e-01 9.983342e-02
9.800666e-01 1.986693e-01
9.553365e-01 2.955202e-01
9.210610e-01 3.894183e-01
8.775826e-01 4.794255e-01
8.253356e-01 5.646425e-01
7.648422e-01 6.442177e-01
6.967067e-01 7.173561e-01
6.216100e-01 7.833269e-01
5.403023e-01 8.414710e-01
4.535961e-01 8.912074e-01
3.623578e-01 9.320391e-01
2.674988e-01 9.635582e-01
1.699671e-01 9.854497e-01
7.073720e-02 9.974950e-01
-2.919952e-02 9.995736e-01
-1.288445e-01 9.916648e-01
-2.272021e-01 9.738476e-01
-3.232896e-01 9.463001e-01
-4.161468e-01 9.092974e-01
-5.048461e-01 8.632094e-01
-5.885011e-01 8.084964e-01
-6.662760e-01 7.457052e-01
-7.373937e-01 6.754632e-01
-8.011436e-01 5.984721e-01
-8.568888e-01 5.155014e-01
-9.040721e-01 4.273799e-01
-9.422223e-01 3.349882e-01
-9.709582e-01 2.392493e-01
-9.899925e-01 1.411200e-01
-9.991352e-01 4.158066e-02
-9.982948e-01 -5.837414e-02
-9.874798e-01 -1.577457e-01
-9.667982e-01 -2.555411e-01
-9.364567e-01 -3.507832e-01
-8.967584e-01 -4.425204e-01
-8.481000e-01 -5.298361e-01
-7.909677e-01 -6.118579e-01
-7.259323e-01 -6.877662e-01
-6.536436e-01 -7.568025e-01
-5.748239e-01 -8.182771e-01
-4.902608e-01 -8.715758e-01
-4.007992e-01 -9.161659e-01
-3.073329e-01 -9.516021e-01
-2.107958e-01 -9.775301e-01
-1.121525e-01 -9.936910e-01
-1.238866e-02 -9.999233e-01
8.749898e-02 -9.961646e-01
1.865124e-01 -9.824526e-01
2.836622e-01 -9.589243e-01
3.779777e-01 -9.258147e-01
4.685167e-01 -8.834547e-01
5.543743e-01 -8.322674e-01
6.346929e-01 -7.727645e-01
7.086698e-01 -7.055403e-01
7.755659e-01 -6.312666e-01
8.347128e-01 -5.506855e-01
8.855195e-01 -4.646022e-01
9.274784e-01 -3.738767e-01
9.601703e-01 -2.794155e-01
9.832684e-01 -1.821625e-01
9.965421e-01 -8.308940e-02
